4747, none, minecraft:the_void, CREATURE, ars_nouveau:drygmy, 10, 1, 1
8844, jungle, byg:tropical_rainforest, MONSTER, minecraft:zombie, 50, 4, 4
8845, jungle, byg:tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
8846, jungle, byg:tropical_rainforest, MONSTER, minecraft:skeleton, 50, 4, 4
8847, jungle, byg:tropical_rainforest, MONSTER, minecraft:creeper, 50, 4, 4
8848, jungle, byg:tropical_rainforest, MONSTER, minecraft:slime, 50, 4, 4
8849, jungle, byg:tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
8850, jungle, byg:tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
8851, jungle, byg:tropical_rainforest, MONSTER, minecraft:ocelot, 10, 1, 1
8852, jungle, byg:tropical_rainforest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
8853, jungle, byg:tropical_rainforest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
8854, jungle, byg:tropical_rainforest, MONSTER, quark:toretoise, 50, 2, 4
8855, jungle, byg:tropical_rainforest, MONSTER, quark:stoneling, 50, 1, 1
8856, jungle, byg:tropical_rainforest, CREATURE, minecraft:sheep, 12, 4, 4
8857, jungle, byg:tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
8858, jungle, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
8859, jungle, byg:tropical_rainforest, CREATURE, minecraft:cow, 10, 4, 4
8860, jungle, byg:tropical_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
8861, jungle, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
8862, jungle, byg:tropical_rainforest, CREATURE, sullysmod:tortoise, 10, 1, 3
8863, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
8864, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
8865, jungle, byg:tropical_rainforest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
8866, jungle, byg:tropical_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
8867, jungle, byg:tropical_rainforest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
8868, forest, byg:twilight_meadow, MONSTER, minecraft:spider, 50, 4, 4
8869, forest, byg:twilight_meadow, MONSTER, minecraft:zombie, 50, 4, 4
8870, forest, byg:twilight_meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
8871, forest, byg:twilight_meadow, MONSTER, minecraft:skeleton, 50, 4, 4
8872, forest, byg:twilight_meadow, MONSTER, minecraft:creeper, 50, 4, 4
8873, forest, byg:twilight_meadow, MONSTER, minecraft:slime, 50, 4, 4
8874, forest, byg:twilight_meadow, MONSTER, minecraft:enderman, 5, 1, 4
8875, forest, byg:twilight_meadow, MONSTER, minecraft:witch, 5, 1, 1
8876, forest, byg:twilight_meadow, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8877, forest, byg:twilight_meadow, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8878, forest, byg:twilight_meadow, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
8879, forest, byg:twilight_meadow, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
8880, forest, byg:twilight_meadow, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
8881, forest, byg:twilight_meadow, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
8882, forest, byg:twilight_meadow, MONSTER, alexsmobs:centipede_head, 15, 1, 1
8883, forest, byg:twilight_meadow, MONSTER, quark:toretoise, 50, 2, 4
8884, forest, byg:twilight_meadow, MONSTER, quark:stoneling, 50, 1, 1
8885, forest, byg:twilight_meadow, CREATURE, minecraft:fox, 10, 2, 4
8886, forest, byg:twilight_meadow, CREATURE, minecraft:sheep, 12, 4, 4
8887, forest, byg:twilight_meadow, CREATURE, minecraft:pig, 10, 4, 4
8888, forest, byg:twilight_meadow, CREATURE, minecraft:chicken, 10, 4, 4
8889, forest, byg:twilight_meadow, CREATURE, minecraft:cow, 10, 4, 4
8890, forest, byg:twilight_meadow, CREATURE, minecraft:wolf, 10, 4, 4
8891, forest, byg:twilight_meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
8892, forest, byg:twilight_meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
8893, forest, byg:twilight_meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 1
8894, forest, byg:twilight_meadow, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
8895, forest, byg:twilight_meadow, AMBIENT, minecraft:bat, 10, 8, 8
8896, forest, byg:twilight_meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8897, forest, byg:twilight_meadow, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
8898, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
8899, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
8900, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
8901, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
8902, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
8903, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
8904, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
8905, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
8906, forest, byg:twilight_meadow, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
8907, forest, byg:twilight_meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
8908, forest, byg:weeping_witch_forest, MONSTER, minecraft:spider, 50, 4, 4
8909, forest, byg:weeping_witch_forest, MONSTER, minecraft:zombie, 50, 4, 4
8910, forest, byg:weeping_witch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
8911, forest, byg:weeping_witch_forest, MONSTER, minecraft:skeleton, 50, 4, 4
8912, forest, byg:weeping_witch_forest, MONSTER, minecraft:creeper, 50, 4, 4
8913, forest, byg:weeping_witch_forest, MONSTER, minecraft:slime, 50, 4, 4
8914, forest, byg:weeping_witch_forest, MONSTER, minecraft:enderman, 5, 1, 4
8915, forest, byg:weeping_witch_forest, MONSTER, minecraft:witch, 5, 1, 1
8916, forest, byg:weeping_witch_forest, MONSTER, earthmobsmod:bone_spider, 10, 1, 1
8917, forest, byg:weeping_witch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8918, forest, byg:weeping_witch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8919, forest, byg:weeping_witch_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
8920, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
8921, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
8922, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
8923, forest, byg:weeping_witch_forest, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
8924, forest, byg:weeping_witch_forest, MONSTER, alexsmobs:centipede_head, 15, 1, 1
8925, forest, byg:weeping_witch_forest, MONSTER, quark:toretoise, 50, 2, 4
8926, forest, byg:weeping_witch_forest, MONSTER, quark:stoneling, 50, 1, 1
8927, forest, byg:weeping_witch_forest, CREATURE, minecraft:sheep, 12, 4, 4
8928, forest, byg:weeping_witch_forest, CREATURE, minecraft:pig, 10, 4, 4
8929, forest, byg:weeping_witch_forest, CREATURE, minecraft:chicken, 10, 4, 4
8930, forest, byg:weeping_witch_forest, CREATURE, minecraft:cow, 10, 4, 4
8931, forest, byg:weeping_witch_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
8932, forest, byg:weeping_witch_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
8933, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
8934, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
8935, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
8936, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
8937, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
8938, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
8939, forest, byg:weeping_witch_forest, AMBIENT, minecraft:bat, 10, 8, 8
8940, forest, byg:weeping_witch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8941, forest, byg:weeping_witch_forest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
8942, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
8943, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
8944, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
8945, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
8946, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
8947, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
8948, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
8949, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
8950, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
8951, forest, byg:weeping_witch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
8952, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:spider, 50, 4, 4
8953, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:zombie, 50, 4, 4
8954, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:zombie_villager, 10, 1, 1
8955, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:skeleton, 50, 4, 4
8956, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:creeper, 50, 4, 4
8957, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:slime, 50, 4, 4
8958, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:enderman, 5, 1, 4
8959, swamp, byg:white_mangrove_marshes, MONSTER, minecraft:witch, 5, 1, 1
8960, swamp, byg:white_mangrove_marshes, MONSTER, biomemakeover:decayed, 50, 1, 1
8961, swamp, byg:white_mangrove_marshes, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
8962, swamp, byg:white_mangrove_marshes, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
8963, swamp, byg:white_mangrove_marshes, MONSTER, quark:toretoise, 50, 2, 4
8964, swamp, byg:white_mangrove_marshes, MONSTER, quark:stoneling, 50, 1, 1
8965, swamp, byg:white_mangrove_marshes, CREATURE, minecraft:sheep, 12, 4, 4
8966, swamp, byg:white_mangrove_marshes, CREATURE, minecraft:pig, 10, 4, 4
8967, swamp, byg:white_mangrove_marshes, CREATURE, minecraft:chicken, 10, 4, 4
8968, swamp, byg:white_mangrove_marshes, CREATURE, minecraft:cow, 10, 4, 4
8969, swamp, byg:white_mangrove_marshes, CREATURE, biomemakeover:toad, 20, 2, 4
8970, swamp, byg:white_mangrove_marshes, CREATURE, wildbackport:frog, 10, 2, 5
8971, swamp, byg:white_mangrove_marshes, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
8972, swamp, byg:white_mangrove_marshes, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
8973, swamp, byg:white_mangrove_marshes, CREATURE, ars_nouveau:drygmy, 10, 1, 1
8974, swamp, byg:white_mangrove_marshes, AMBIENT, minecraft:bat, 10, 8, 8
8975, swamp, byg:white_mangrove_marshes, AMBIENT, biomemakeover:dragonfly, 20, 3, 8
8976, swamp, byg:white_mangrove_marshes, AMBIENT, biomemakeover:lightning_bug, 20, 1, 1
8977, swamp, byg:white_mangrove_marshes, WATER_CREATURE, minecraft:squid, 10, 1, 2
8978, swamp, byg:white_mangrove_marshes, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
8979, swamp, byg:white_mangrove_marshes, WATER_AMBIENT, upgrade_aquatic:pike, 10, 1, 2
8980, swamp, byg:white_mangrove_marshes, WATER_AMBIENT, upgrade_aquatic:perch, 10, 1, 6
8981, forest, byg:temperate_rainforest, MONSTER, minecraft:spider, 50, 4, 4
8982, forest, byg:temperate_rainforest, MONSTER, minecraft:zombie, 50, 4, 4
8983, forest, byg:temperate_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
8984, forest, byg:temperate_rainforest, MONSTER, minecraft:skeleton, 50, 4, 4
8985, forest, byg:temperate_rainforest, MONSTER, minecraft:creeper, 50, 4, 4
8986, forest, byg:temperate_rainforest, MONSTER, minecraft:slime, 50, 4, 4
8987, forest, byg:temperate_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
8988, forest, byg:temperate_rainforest, MONSTER, minecraft:witch, 5, 1, 1
8989, forest, byg:temperate_rainforest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8990, forest, byg:temperate_rainforest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
8991, forest, byg:temperate_rainforest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
8992, forest, byg:temperate_rainforest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
8993, forest, byg:temperate_rainforest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
8994, forest, byg:temperate_rainforest, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
8995, forest, byg:temperate_rainforest, MONSTER, alexsmobs:centipede_head, 15, 1, 1
8996, forest, byg:temperate_rainforest, MONSTER, quark:toretoise, 50, 2, 4
8997, forest, byg:temperate_rainforest, MONSTER, quark:stoneling, 50, 1, 1
8998, forest, byg:temperate_rainforest, CREATURE, minecraft:sheep, 12, 4, 4
8999, forest, byg:temperate_rainforest, CREATURE, minecraft:pig, 10, 4, 4
9000, forest, byg:temperate_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
9001, forest, byg:temperate_rainforest, CREATURE, minecraft:cow, 10, 4, 4
9002, forest, byg:temperate_rainforest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
9003, forest, byg:temperate_rainforest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
9004, forest, byg:temperate_rainforest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
9005, forest, byg:temperate_rainforest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
9006, forest, byg:temperate_rainforest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9007, forest, byg:temperate_rainforest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
9008, forest, byg:temperate_rainforest, CREATURE, alexsmobs:raccoon, 10, 2, 4
9009, forest, byg:temperate_rainforest, CREATURE, alexsmobs:crow, 10, 3, 5
9010, forest, byg:temperate_rainforest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
9011, forest, byg:temperate_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
9012, forest, byg:temperate_rainforest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9013, forest, byg:temperate_rainforest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9014, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
9015, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
9016, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
9017, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
9018, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
9019, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
9020, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
9021, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
9022, forest, byg:temperate_rainforest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
9023, forest, byg:temperate_rainforest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
9024, taiga, byg:zelkova_forest, MONSTER, minecraft:spider, 50, 4, 4
9025, taiga, byg:zelkova_forest, MONSTER, minecraft:zombie, 50, 4, 4
9026, taiga, byg:zelkova_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
9027, taiga, byg:zelkova_forest, MONSTER, minecraft:skeleton, 50, 4, 4
9028, taiga, byg:zelkova_forest, MONSTER, minecraft:creeper, 50, 4, 4
9029, taiga, byg:zelkova_forest, MONSTER, minecraft:slime, 50, 4, 4
9030, taiga, byg:zelkova_forest, MONSTER, minecraft:enderman, 5, 1, 4
9031, taiga, byg:zelkova_forest, MONSTER, minecraft:witch, 5, 1, 1
9032, taiga, byg:zelkova_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
9033, taiga, byg:zelkova_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
9034, taiga, byg:zelkova_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
9035, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
9036, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9037, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
9038, taiga, byg:zelkova_forest, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
9039, taiga, byg:zelkova_forest, MONSTER, alexsmobs:centipede_head, 15, 1, 1
9040, taiga, byg:zelkova_forest, MONSTER, quark:toretoise, 50, 2, 4
9041, taiga, byg:zelkova_forest, MONSTER, quark:stoneling, 50, 1, 1
9042, taiga, byg:zelkova_forest, CREATURE, minecraft:sheep, 12, 4, 4
9043, taiga, byg:zelkova_forest, CREATURE, minecraft:pig, 10, 4, 4
9044, taiga, byg:zelkova_forest, CREATURE, minecraft:chicken, 10, 4, 4
9045, taiga, byg:zelkova_forest, CREATURE, minecraft:cow, 10, 4, 4
9046, taiga, byg:zelkova_forest, CREATURE, minecraft:wolf, 10, 4, 4
9047, taiga, byg:zelkova_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
9048, taiga, byg:zelkova_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
9049, taiga, byg:zelkova_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9050, taiga, byg:zelkova_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
9051, taiga, byg:zelkova_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
9052, taiga, byg:zelkova_forest, CREATURE, alexsmobs:crow, 10, 3, 5
9053, taiga, byg:zelkova_forest, AMBIENT, minecraft:bat, 10, 8, 8
9054, taiga, byg:zelkova_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9055, taiga, byg:zelkova_forest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9056, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
9057, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
9058, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
9059, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
9060, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
9061, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
9062, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
9063, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
9064, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
9065, taiga, byg:zelkova_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
9066, beach, byg:windswept_beach, MONSTER, minecraft:spider, 50, 4, 4
9067, beach, byg:windswept_beach, MONSTER, minecraft:husk, 50, 4, 4
9068, beach, byg:windswept_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
9069, beach, byg:windswept_beach, MONSTER, minecraft:skeleton, 50, 4, 4
9070, beach, byg:windswept_beach, MONSTER, minecraft:creeper, 50, 4, 4
9071, beach, byg:windswept_beach, MONSTER, minecraft:slime, 50, 4, 4
9072, beach, byg:windswept_beach, MONSTER, minecraft:enderman, 5, 1, 4
9073, beach, byg:windswept_beach, MONSTER, minecraft:witch, 5, 1, 1
9074, beach, byg:windswept_beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9075, beach, byg:windswept_beach, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
9076, beach, byg:windswept_beach, MONSTER, quark:toretoise, 50, 2, 4
9077, beach, byg:windswept_beach, MONSTER, quark:stoneling, 50, 1, 1
9078, beach, byg:windswept_beach, CREATURE, minecraft:rabbit, 10, 2, 3
9079, beach, byg:windswept_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9080, beach, byg:windswept_beach, AMBIENT, minecraft:bat, 10, 8, 8
9081, beach, byg:windswept_beach, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9082, beach, byg:rainbow_beach, MONSTER, minecraft:spider, 50, 4, 4
9083, beach, byg:rainbow_beach, MONSTER, minecraft:zombie, 50, 4, 4
9084, beach, byg:rainbow_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
9085, beach, byg:rainbow_beach, MONSTER, minecraft:skeleton, 50, 4, 4
9086, beach, byg:rainbow_beach, MONSTER, minecraft:creeper, 50, 4, 4
9087, beach, byg:rainbow_beach, MONSTER, minecraft:slime, 50, 4, 4
9088, beach, byg:rainbow_beach, MONSTER, minecraft:enderman, 5, 1, 4
9089, beach, byg:rainbow_beach, MONSTER, minecraft:witch, 5, 1, 1
9090, beach, byg:rainbow_beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9091, beach, byg:rainbow_beach, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
9092, beach, byg:rainbow_beach, MONSTER, quark:toretoise, 50, 2, 4
9093, beach, byg:rainbow_beach, MONSTER, quark:stoneling, 50, 1, 1
9094, beach, byg:rainbow_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9095, beach, byg:rainbow_beach, AMBIENT, minecraft:bat, 10, 8, 8
9096, beach, byg:rainbow_beach, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9097, beach, byg:basalt_barrera, MONSTER, minecraft:spider, 50, 4, 4
9098, beach, byg:basalt_barrera, MONSTER, minecraft:zombie, 50, 4, 4
9099, beach, byg:basalt_barrera, MONSTER, minecraft:zombie_villager, 10, 1, 1
9100, beach, byg:basalt_barrera, MONSTER, minecraft:skeleton, 50, 4, 4
9101, beach, byg:basalt_barrera, MONSTER, minecraft:creeper, 50, 4, 4
9102, beach, byg:basalt_barrera, MONSTER, minecraft:slime, 50, 4, 4
9103, beach, byg:basalt_barrera, MONSTER, minecraft:enderman, 5, 1, 4
9104, beach, byg:basalt_barrera, MONSTER, minecraft:witch, 5, 1, 1
9105, beach, byg:basalt_barrera, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9106, beach, byg:basalt_barrera, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
9107, beach, byg:basalt_barrera, MONSTER, quark:toretoise, 50, 2, 4
9108, beach, byg:basalt_barrera, MONSTER, quark:stoneling, 50, 1, 1
9109, beach, byg:basalt_barrera, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9110, beach, byg:basalt_barrera, AMBIENT, minecraft:bat, 10, 8, 8
9111, beach, byg:basalt_barrera, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9112, extreme_hills, byg:dacite_shore, MONSTER, minecraft:spider, 50, 4, 4
9113, extreme_hills, byg:dacite_shore, MONSTER, minecraft:zombie, 50, 4, 4
9114, extreme_hills, byg:dacite_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
9115, extreme_hills, byg:dacite_shore, MONSTER, minecraft:skeleton, 50, 4, 4
9116, extreme_hills, byg:dacite_shore, MONSTER, minecraft:creeper, 50, 4, 4
9117, extreme_hills, byg:dacite_shore, MONSTER, minecraft:slime, 50, 4, 4
9118, extreme_hills, byg:dacite_shore, MONSTER, minecraft:enderman, 5, 1, 4
9119, extreme_hills, byg:dacite_shore, MONSTER, minecraft:witch, 5, 1, 1
9120, extreme_hills, byg:dacite_shore, MONSTER, thermal:basalz, 10, 1, 3
9121, extreme_hills, byg:dacite_shore, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
9122, extreme_hills, byg:dacite_shore, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
9123, extreme_hills, byg:dacite_shore, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
9124, extreme_hills, byg:dacite_shore, MONSTER, quark:toretoise, 50, 2, 4
9125, extreme_hills, byg:dacite_shore, MONSTER, quark:stoneling, 50, 1, 1
9126, extreme_hills, byg:dacite_shore, CREATURE, minecraft:sheep, 12, 4, 4
9127, extreme_hills, byg:dacite_shore, CREATURE, minecraft:wolf, 10, 4, 4
9128, extreme_hills, byg:dacite_shore, CREATURE, minecraft:rabbit, 10, 2, 3
9129, extreme_hills, byg:dacite_shore, CREATURE, minecraft:fox, 10, 2, 4
9130, extreme_hills, byg:dacite_shore, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
9131, extreme_hills, byg:dacite_shore, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
9132, extreme_hills, byg:dacite_shore, CREATURE, ars_nouveau:drygmy, 10, 1, 1
9133, extreme_hills, byg:dacite_shore, AMBIENT, minecraft:bat, 10, 8, 8
9134, extreme_hills, byg:dacite_shore, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9135, nether, byg:brimstone_caverns, MONSTER, minecraft:zombified_piglin, 50, 4, 4
9136, nether, byg:brimstone_caverns, MONSTER, minecraft:magma_cube, 50, 2, 5
9137, nether, byg:brimstone_caverns, MONSTER, minecraft:piglin, 15, 4, 4
9138, nether, byg:brimstone_caverns, MONSTER, quark:toretoise, 50, 2, 4
9139, nether, byg:brimstone_caverns, MONSTER, quark:stoneling, 50, 1, 1
9140, nether, byg:brimstone_caverns, CREATURE, minecraft:strider, 50, 1, 2
9141, nether, byg:brimstone_caverns, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
9142, nether, byg:crimson_gardens, MONSTER, minecraft:hoglin, 10, 3, 4
9143, nether, byg:crimson_gardens, MONSTER, minecraft:zombified_piglin, 50, 4, 4
9144, nether, byg:crimson_gardens, MONSTER, minecraft:magma_cube, 50, 2, 5
9145, nether, byg:crimson_gardens, MONSTER, minecraft:piglin, 15, 4, 4
9146, nether, byg:crimson_gardens, MONSTER, alexsmobs:crimson_mosquito, 25, 4, 4
9147, nether, byg:crimson_gardens, MONSTER, quark:toretoise, 50, 2, 4
9148, nether, byg:crimson_gardens, MONSTER, quark:stoneling, 50, 1, 1
9149, nether, byg:crimson_gardens, CREATURE, minecraft:strider, 50, 1, 2
9150, nether, byg:crimson_gardens, CREATURE, alexsmobs:warped_toad, 50, 5, 5
